Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE41,OUT013,1281.9978999999998
DRH11,OUT010,226.62167500000004
FDA58,OUT045,3858.227775
FDU50,OUT046,1417.571425
FDM34,OUT013,2540.52635
FDM44,OUT027,3194.7580749999997
FDR39,OUT045,2543.18955
FDM25,OUT045,2730.6954750000004
FDQ49,OUT049,2077.7953500000003
DRH25,OUT018,1020.8378500000001
FDM09,OUT027,3828.599675
FDL44,OUT019,495.77132500000005
NCR42,OUT018,1105.5609
DRL59,OUT046,2226.60165
FDX43,OUT013,2803.8502500000004
DRK47,OUT010,824.510075
FDU48,OUT018,1613.316625
FDY12,OUT045,1843.8498749999999
NCN43,OUT018,1569.706725
NCM55,OUT018,2434.4977
FDQ21,OUT027,3036.630575
FDX13,OUT035,3353.218475
NCK30,OUT027,6266.259925
FDG20,OUT049,2278.0347
DRG27,OUT017,1153.99785
FDY14,OUT018,3801.3850999999995
FDP59,OUT035,1905.6860499999998
FDU60,OUT017,2793.4471249999997
NCC18,OUT019,542.044425
DRJ39,OUT017,2948.578525
FDS07,OUT049,2519.55365
FDM08,OUT027,4860.34
FDP51,OUT045,1608.4895749999998
FDU16,OUT035,2457.883925
FDH12,OUT013,2303.085425
DRE48,OUT010,445.669875
NCL42,OUT027,7221.5997
FDR21,OUT045,2848.9582
NCW29,OUT035,2575.3144
FDO11,OUT013,2417.270125
NCM31,OUT049,3500.859625
FDV35,OUT019,826.341025
FDF58,OUT017,1325.524575
NCE43,OUT049,3025.3952
FDA02,OUT035,2486.8462250000002
DRL37,OUT010,262.49165
FDR24,OUT018,1792.16715
FDW59,OUT049,2381.483375
FDS22,OUT049,1443.95375
FDW24,OUT017,1689.4675
FDU24,OUT035,1078.42955
FDA21,OUT027,4389.452949999999
FDH58,OUT027,3152.8959
FDW36,OUT018,1606.2425
FDI45,OUT027,4201.947025
FDU01,OUT018,1535.917375
FDF35,OUT027,4252.4646
FDU43,OUT019,462.31487500000003
FDE24,OUT019,313.2589
FDK50,OUT049,2313.9046749999998
FDG31,OUT045,1260.1097249999998
FDC60,OUT045,1832.864175
FDL36,OUT013,1893.285525
FDP21,OUT013,2178.747275
FDW16,OUT045,1585.2698
FDX02,OUT017,2713.218225
FDQ58,OUT027,3770.675075
FDT51,OUT046,2460.7968
FDD59,OUT049,2308.49505
NCM42,OUT018,2501.993175
FDA57,OUT018,1650.6846500000001
FDZ48,OUT035,1591.09555
FDE46,OUT045,2931.01805
NCZ30,OUT019,278.3044
FDB56,OUT017,2577.062125
FDA25,OUT027,2518.7214
FDD20,OUT013,2900.8905999999997
FDL25,OUT013,1257.7794250000002
NCO18,OUT049,3565.775125
FDJ45,OUT017,1666.4973999999997
FDR12,OUT035,2429.3377499999997
NCF19,OUT010,236.442225
FDK25,OUT046,2173.753775
NCR17,OUT046,2225.1036
FDC52,OUT046,1982.91885
NCA54,OUT017,3311.273075
FDR45,OUT010,448.0834
NCM19,OUT049,2879.0024249999997
FDF39,OUT027,5120.83425
FDX23,OUT049,1123.0381499999999
FDD58,OUT027,3001.0935
FDX28,OUT013,1747.8082250000002
NCD31,OUT013,2582.388525
FDU57,OUT018,2699.98545
FDI27,OUT046,971.90155
NCM42,OUT046,1989.1607250000002
FDD32,OUT027,2776.302775
FDI34,OUT013,3430.9506249999995
NCM29,OUT049,1285.243675
FDG46,OUT018,1698.1228999999998
DRC01,OUT010,405.555425
FDB15,OUT027,5501.422175
NCA17,OUT027,3471.730875
FDF10,OUT046,2619.1739749999997
FDR26,OUT027,4642.540175
FDI02,OUT049,1633.124175
NCM54,OUT010,256.582675
FDF14,OUT013,1981.337575
FDJ33,OUT010,289.706225
FDM20,OUT035,2658.8723
FDC03,OUT027,4531.1019
NCX05,OUT046,2011.7147
NCM41,OUT027,2880.2508
NCU29,OUT010,444.58795
FDQ59,OUT017,2358.7629500000003
FDH46,OUT010,283.381125
FDH09,OUT013,1308.3802249999999
NCD06,OUT045,1056.8742750000001
FDC15,OUT035,3002.758
DRD37,OUT027,1562.882275
FDT28,OUT027,2886.492675
FDR28,OUT027,4250.467199999999
FDT38,OUT017,1560.3855250000001
FDV34,OUT027,1977.842125
FDY52,OUT035,1517.5246499999998
FDB34,OUT013,2493.6706750000003
DRL23,OUT018,2362.674525
DRB24,OUT046,1958.4507
FDJ50,OUT046,1469.004475
FDQ49,OUT035,2595.9542
FDP20,OUT035,2430.00355
FDV19,OUT027,4310.7221
NCR54,OUT045,2988.526525
FDO09,OUT010,413.0456750000001
FDS57,OUT018,1759.126825
FDN10,OUT049,2448.1466
FDV23,OUT049,2587.548475
FDY28,OUT049,2929.769675
DRG51,OUT013,2894.06615
FDD45,OUT019,291.204275
NCL18,OUT027,5070.150224999999
NCM29,OUT013,2295.4287249999998
FDF17,OUT027,4735.585725000001
FDE22,OUT017,2418.6849500000003
FDQ22,OUT017,1187.204625
FDS01,OUT013,3177.280825
FDW35,OUT027,2004.22445
FDJ33,OUT046,1876.9734250000001
NCF54,OUT035,3136.4173499999997
FDE09,OUT013,1653.930425
NCE06,OUT045,2399.959325
DRH49,OUT049,1556.4739499999998
FDY43,OUT045,2717.6291499999998
NCT05,OUT017,3451.7568750000005
FDZ34,OUT045,3171.455075
FDL38,OUT017,1138.3515499999999
FDZ31,OUT017,3600.063825
FDR14,OUT035,1186.62205
NCN54,OUT049,2370.08155
NCC42,OUT027,3835.1744500000004
FDK08,OUT017,1624.38555
FDP59,OUT013,2113.498875
FDV22,OUT035,2190.98135
FDD33,OUT035,2883.9127
DRE60,OUT027,3565.6086750000004
FDK52,OUT046,3040.458925
FDA02,OUT017,2321.47815
FDM56,OUT049,1661.33745
FDE57,OUT035,2154.778475
FDM32,OUT045,1811.4753500000002
NCQ30,OUT027,3099.4654499999997
FDQ27,OUT027,2862.6071
FDT60,OUT027,2862.77355
FDU43,OUT049,3330.747725
NCO55,OUT035,1926.0761750000001
FDG02,OUT045,3362.45645
FDJ28,OUT013,2671.938625
FDP40,OUT045,1242.798925
FDJ38,OUT045,3119.6059
NCC54,OUT017,2901.972525
NCZ41,OUT046,2285.1088250000003
FDK38,OUT019,345.46697500000005
FDU52,OUT013,2245.90985
FDC40,OUT046,1747.641775
NCR30,OUT017,1034.403525
NCN18,OUT017,2280.448225
FDB50,OUT035,1210.5076250000002
FDG04,OUT013,2328.052925
FDR26,OUT035,2383.3143250000003
NCT17,OUT018,2365.004825
FDX35,OUT027,5221.786175
FDS12,OUT046,2245.993075
NCZ29,OUT027,4023.5126250000003
FDB38,OUT010,263.49035000000003
FDP12,OUT013,918.97045
FDP22,OUT046,1386.944625
FDS26,OUT018,3232.459
FDR52,OUT046,3926.5555
DRJ13,OUT046,1843.10085
FDU48,OUT027,2719.793
FDE29,OUT035,1259.443925
NCT29,OUT049,1888.4584750000001
DRK37,OUT018,2685.5043
FDK55,OUT046,945.7688999999999
FDR07,OUT046,1237.9718750000002
FDO21,OUT027,4556.56875
FDK46,OUT049,3991.1380999999997
FDB12,OUT045,2313.9879
FDT31,OUT027,4427.40355
FDJ33,OUT045,2204.4637999999995
FDC26,OUT027,2770.477025
NCQ02,OUT045,3769.343475
FDP08,OUT010,398.4813
FDB11,OUT027,4206.35795
FDV55,OUT013,2228.2661500000004
FDW20,OUT049,2482.851425
NCJ18,OUT019,453.493025
FDC41,OUT018,955.0900999999999
FDE14,OUT027,2458.3000500000003
FDG35,OUT013,2458.63295
FDF45,OUT035,1628.1306749999999
FDS19,OUT027,2774.138925
FDS58,OUT019,387.66205
FDA26,OUT017,4107.070525
FDM32,OUT049,1944.8018
FDL45,OUT046,2483.434
FDZ55,OUT049,2784.9581749999998
FDY37,OUT049,1546.903075
FDO46,OUT046,2590.6278
FDQ60,OUT046,3171.6215250000005
FDA19,OUT018,1677.8159999999998
FDL15,OUT046,2304.916375
FDM10,OUT018,2817.4991499999996
NCL05,OUT017,952.92625
DRK49,OUT010,307.51637500000004
NCE18,OUT027,7470.359225
FDG40,OUT049,922.6323500000001
DRI59,OUT045,3011.57985
FDK28,OUT035,3514.674975
NCD06,OUT019,188.92075
FDO11,OUT019,2206.045075
FDK27,OUT046,1373.295725
FDT43,OUT027,1184.874325
FDD38,OUT018,1272.6767
FDA16,OUT049,3759.4397
FDL14,OUT027,4408.2618
NCM17,OUT049,1391.1058749999997
FDD20,OUT045,2116.827875
FDA40,OUT045,1208.92635
FDL43,OUT045,1378.8718
FDV15,OUT045,2190.0658750000002
FDE52,OUT046,1657.925225
NCL17,OUT010,460.7336
NCJ31,OUT045,2981.868525
FDR60,OUT045,1123.8704
NCA18,OUT035,2593.9568
FDS21,OUT027,1486.315275
FDW09,OUT035,1477.1605249999998
FDL26,OUT035,2620.838475
FDS47,OUT018,1711.27245
FDC39,OUT046,2634.4873749999997
FDT51,OUT035,2559.418425
FDK40,OUT035,3514.674975
NCG19,OUT045,2413.275325
FDZ07,OUT046,1260.19295
FDF08,OUT027,3057.4368249999998
FDO04,OUT013,1999.147725
FDK41,OUT018,1098.07065
FDP15,OUT049,3218.726875
NCD43,OUT018,2204.2973500000003
NCP18,OUT013,2519.0543
FDZ51,OUT046,2024.5313500000002
DRH13,OUT035,1788.83815
FDF38,OUT045,1108.973125
NCI43,OUT045,763.3397
FDM38,OUT027,2405.8683
FDS03,OUT013,1686.63785
DRJ47,OUT017,2326.80455
FDT50,OUT010,260.244575
FDV02,OUT046,2560.16745
NCG18,OUT017,2296.51065
FDW52,OUT046,2825.9880999999996
FDS40,OUT035,1180.62985
FDN31,OUT017,2496.6667749999997
FDA37,OUT045,1663.66775
FDA15,OUT046,3626.9455
FDL39,OUT046,3315.6007750000003
FDJ53,OUT045,1770.112525
FDX22,OUT013,2772.3079749999997
NCZ42,OUT045,4357.078425
FDD56,OUT027,5251.414275
FDD40,OUT017,2029.7745249999998
FDS50,OUT013,3476.724375
NCN14,OUT013,1915.090475
FDT15,OUT013,2975.95955
NCS18,OUT027,2927.7722750000003
NCO26,OUT010,279.386325
FDF58,OUT018,1182.211125
NCB19,OUT013,1593.0097250000001
FDH26,OUT017,2687.252025
DRB24,OUT027,5301.5989500000005
FDA49,OUT018,1409.8315
FDB32,OUT045,1811.4753500000002
FDI36,OUT017,2563.4964499999996
NCA17,OUT010,470.138025
FDH22,OUT013,1638.03445
NCM26,OUT018,1889.457175
FDT15,OUT027,5333.640575
FDB16,OUT018,1435.29835
NCP54,OUT027,3214.98175
FDJ36,OUT013,1322.1955750000002
FDO28,OUT045,1657.0097500000002
FDU09,OUT013,1520.5207500000001
FDF29,OUT017,2433.582225
FDY08,OUT013,2872.4276499999996
DRJ59,OUT018,2199.220625
FDT23,OUT027,2642.310525
FDU15,OUT018,1484.650775
FDT47,OUT013,1832.364825
FDI53,OUT019,344.05215
FDR59,OUT018,2224.021675
FDD53,OUT035,1098.9029
FDY51,OUT017,3059.5174500000003
FDT04,OUT049,1005.5244500000001
FDU51,OUT049,3367.9492999999998
FDG14,OUT035,2199.1373999999996
NCU06,OUT045,3311.938875
DRG25,OUT046,1848.1775750000002
DRH49,OUT035,1640.69765
FDN15,OUT035,2393.2181
FDL43,OUT018,1343.41795
NCT18,OUT049,3921.312325
NCB31,OUT013,4108.6518
FDK57,OUT035,1970.018975
FDY04,OUT019,465.0613
NCP54,OUT046,1514.944675
FDF41,OUT013,2788.20395
FDM01,OUT045,1697.4571
FDW03,OUT045,1512.115025
FDF28,OUT045,2133.5561
FDY37,OUT017,2244.57825
FDQ03,OUT017,2632.3235250000002
FDP51,OUT027,3757.359075
FDJ40,OUT017,2361.010025
FDC32,OUT049,1498.466125
DRI49,OUT027,2652.8801
NCW54,OUT017,1316.536275
FDF09,OUT017,829.836475
FDP45,OUT018,2368.666725
DRJ23,OUT018,3005.4211999999998
FDS59,OUT017,2144.3753500000003
FDY08,OUT046,2495.7513
FDX16,OUT049,1975.26215
FDY16,OUT018,1447.532425
FDK32,OUT035,2412.942425
FDQ22,OUT013,2347.361125
NCC31,OUT018,2681.259825
FDG58,OUT049,2741.015375
DRF48,OUT013,3322.7581250000003
DRH36,OUT049,1544.3230999999998
NCR30,OUT035,1752.7185
FDB03,OUT019,518.4917499999999
FDZ28,OUT027,3602.47735
FDR35,OUT017,2611.850175
DRD15,OUT027,6476.2366
FDJ33,OUT019,247.17825
FDA56,OUT010,331.9013
FDP56,OUT046,1577.7795500000002
NCT30,OUT046,1400.8432
FDK15,OUT017,2559.1687500000003
FDH44,OUT018,2222.190725
FDV01,OUT013,2292.599075
DRG03,OUT017,2213.1192
FDG50,OUT027,2325.14005
FDR16,OUT010,428.858425
FDZ60,OUT046,2231.179025
DRG03,OUT045,2768.8125250000003
FDS56,OUT018,2540.027
FDU33,OUT045,1023.417825
DRD27,OUT035,1082.840475
FDW22,OUT046,3001.010275
DRA24,OUT045,2467.95415
FDF38,OUT049,1545.4882499999999
FDX48,OUT013,2739.850225
FDS58,OUT018,2600.3651250000003
FDC32,OUT046,1090.9133000000002
NCQ29,OUT045,2905.2183
DRK39,OUT018,1478.24245
NCS38,OUT017,2152.281725
DRO47,OUT013,1574.2840999999999
DRG27,OUT027,2178.66405
FDC57,OUT027,4246.8053
FDS55,OUT046,2822.409425
NCJ06,OUT018,1639.2828249999998
FDO01,OUT019,642.080875
NCM55,OUT045,2509.649875
FDC52,OUT049,1843.516975
FDQ15,OUT045,1558.887475
NCT30,OUT027,1568.2919000000002
NCR42,OUT027,1025.5816750000001
FDD28,OUT035,1554.4765499999999
FDQ34,OUT049,2119.2414
FDZ12,OUT027,3746.29015
DRE13,OUT019,197.0768
NCN07,OUT019,297.03002499999997
FDM28,OUT035,3712.1678999999995
FDI10,OUT017,2393.800675
FDQ25,OUT013,1811.9747000000002
FDA38,OUT010,856.4684750000001
DRI13,OUT049,2916.1207750000003
FDY20,OUT027,2662.2012999999997
NCZ53,OUT035,2620.5888
NCM31,OUT013,1914.258225
DRB01,OUT017,2730.1129
DRF37,OUT046,2359.0958499999997
NCF42,OUT049,2967.9699499999997
FDF16,OUT018,2235.92285
FDB41,OUT013,1486.8978499999998
FDR34,OUT013,3635.10155
FDR15,OUT018,2336.708325
NCV42,OUT019,278.3044
FDW51,OUT035,3100.79705
FDU36,OUT017,1844.7653500000001
FDX60,OUT049,1646.1072749999998
FDY03,OUT035,1807.647
FDW55,OUT045,4119.720725
FDT01,OUT010,325.9091
FDG58,OUT013,2728.5316249999996
FDK21,OUT017,5374.83695
NCS41,OUT019,441.0925
FDS10,OUT045,2848.8749749999997
NCT53,OUT046,2676.599225
FDJ28,OUT018,2834.9763999999996
FDX44,OUT045,948.7649999999999
FDT20,OUT018,757.3475
FDO44,OUT017,1780.931775
NCX17,OUT049,3099.2157749999997
FDY01,OUT017,2499.995775
FDJ12,OUT027,4986.925225000001
DRK35,OUT018,2075.048925
FDD47,OUT019,2332.713525
NCM53,OUT035,1689.4675000000002
FDO45,OUT013,1190.034275
NCM42,OUT010,358.949425
FDE04,OUT046,2884.162375
NCI30,OUT027,6628.039
FDZ19,OUT013,2932.5161000000003
FDW57,OUT013,2315.735625
FDA25,OUT013,1651.1007749999999
FDT22,OUT046,2046.6691999999998
FDP51,OUT013,1955.1216999999997
FDD48,OUT027,2506.90345
FDY39,OUT035,3125.09875
FDO48,OUT010,368.603525
FDD23,OUT027,4002.29025
DRN35,OUT027,2596.203875
FDT01,OUT035,2680.0946750000003
FDC20,OUT010,239.3551
DRJ35,OUT035,1750.1385249999998
FDB32,OUT046,1564.13065
FDL24,OUT046,3036.8802499999997
NCV42,OUT035,2354.2688
FDZ46,OUT046,2415.4391750000004
FDC15,OUT013,2630.40935
FDD08,OUT019,246.762125
FDY50,OUT049,1934.8980250000002
FDD36,OUT013,1849.3427250000002
FDG57,OUT027,1320.8639749999998
FDL21,OUT018,817.1030499999999
FDN16,OUT027,2707.30925
FDJ09,OUT027,1737.2386500000002
FDS01,OUT010,354.288825
FDV33,OUT017,4216.012049999999
DRE12,OUT017,1728.9993749999999
FDR07,OUT013,1470.336075
FDP48,OUT010,327.656825
NCB55,OUT035,1728.91615
FDQ08,OUT013,1391.438775
FDR34,OUT035,3416.8856
FDO33,OUT046,1826.2061749999998
FDP13,OUT045,1059.2878
FDX12,OUT049,2887.657825
NCT06,OUT049,3478.5553250000003
FDR16,OUT019,452.161425
FDE36,OUT046,2950.908825
FDZ36,OUT049,3025.7281000000003
FDV13,OUT045,1732.827725
NCZ17,OUT035,1170.3099499999998
FDU56,OUT045,3076.745025
FDM09,OUT035,3377.187275
FDV02,OUT017,2583.8865750000004
FDS34,OUT018,1137.01995
FDA11,OUT049,1123.0381499999999
FDP09,OUT017,3167.293825
FDB29,OUT027,3204.1625
FDT19,OUT017,2534.617375
DRH15,OUT017,1153.99785
FDY38,OUT046,3534.89865
FDF14,OUT027,4419.663624999999
FDN48,OUT010,152.551425
FDQ12,OUT013,3565.3589999999995
NCJ43,OUT045,3070.919275
FDE17,OUT019,465.06129999999996
FDB05,OUT035,3514.674975
FDH10,OUT045,2988.27685
NCR06,OUT017,494.0236
FDU32,OUT018,2283.777225
FDD56,OUT049,2934.1806
FDO36,OUT018,1993.0722999999998
FDH16,OUT010,169.61255
FDX10,OUT018,1313.4569500000002
FDZ37,OUT017,1461.93035
FDU31,OUT010,431.85452499999997
DRC49,OUT049,2240.500225
FDL15,OUT045,2299.0074
FDN32,OUT019,526.14845
DRH59,OUT027,2596.203875
NCU29,OUT049,1964.94225
FDR37,OUT019,658.8091000000001
FDS14,OUT018,2765.150625
FDU02,OUT027,6010.3430499999995
FDJ08,OUT035,2421.264925
NCZ06,OUT045,3442.35245
FDO31,OUT049,2633.4054499999997
FDH31,OUT018,1820.546875
FDS58,OUT017,3326.4200250000004
NCA53,OUT027,1813.3063000000002
FDF50,OUT046,2235.173825
NCW42,OUT049,3803.2992750000003
NCQ17,OUT045,2141.296025
FDK51,OUT018,3247.0233749999998
NCW41,OUT010,523.568475
NCR29,OUT017,1775.438925
FDB08,OUT019,522.4865500000001
FDA40,OUT027,2383.980125
FDL14,OUT018,2776.7189000000003
FDB47,OUT046,2760.9061500000003
FDO03,OUT035,3204.4121750000004
DRK13,OUT019,451.662075
FDX13,OUT010,282.96500000000003
FDF52,OUT046,3450.00915
FDT11,OUT013,2269.0464
FDB08,OUT013,2487.012675
FDQ28,OUT018,2099.76675
FDD29,OUT045,3724.31875
NCQ29,OUT027,5352.6991
NCO02,OUT013,1914.258225
FDR56,OUT010,398.48130000000003
NCM54,OUT049,2645.639525
FDP51,OUT035,2272.7083000000002
FDT38,OUT013,1287.074625
FDZ20,OUT018,3437.0260500000004
FDJ53,OUT013,1909.1815000000001
FDX13,OUT049,3074.9973
FDP58,OUT035,3382.9298000000003
NCK31,OUT019,334.39805
FDA35,OUT018,2344.365025
FDV37,OUT018,2879.5017749999997
NCO07,OUT027,2093.358425
FDA20,OUT045,2076.546975
FDZ59,OUT035,2209.5405250000003
NCY17,OUT017,1555.392025
FDQ28,OUT035,2389.8891
FDV35,OUT017,2338.78895
FDQ36,OUT013,1356.983625
FDD34,OUT018,2052.9943000000003
FDK51,OUT045,3257.842625
FDV31,OUT035,2207.4599
FDR04,OUT035,1734.24255
FDR14,OUT049,1120.4581750000002
DRC36,OUT010,497.93517499999996
FDE39,OUT019,388.57752500000004
FDP57,OUT049,1559.053925
FDE57,OUT046,2267.3819000000003
NCN18,OUT046,1842.185375
NCQ05,OUT018,1790.0033
FDW47,OUT035,2253.150425
FDV46,OUT035,2632.2403
NCP29,OUT045,1920.083975
FDE09,OUT018,1039.48025
NCU06,OUT027,6020.995849999999
FDT19,OUT010,484.119825
DRF15,OUT017,3071.4186250000002
DRI51,OUT013,2396.2142000000003
NCX54,OUT013,1073.6025
DRE01,OUT013,3149.3172250000002
NCB07,OUT045,3380.849175
FDU50,OUT035,2573.7331249999997
FDG40,OUT035,1180.62985
FDW10,OUT018,1784.84335
FDX51,OUT013,3009.998575
NCP17,OUT045,759.761025
FDP21,OUT035,2548.266275
FDL04,OUT045,2037.6808999999998
FDV23,OUT013,1820.7133250000002
FDF24,OUT046,1765.784825
FDH56,OUT027,3672.5528
FDB51,OUT049,1873.72765
FDI58,OUT027,2385.2285
FDR20,OUT013,1652.265925
FDC51,OUT018,1853.004625
FDB16,OUT027,2171.8396000000002
FDE40,OUT049,1469.25415
NCM17,OUT035,1090.9133
FDU56,OUT035,3242.529225
FDS32,OUT019,376.093775
FDX02,OUT049,2521.301375
FDT39,OUT027,4350.170749999999
FDE35,OUT017,1173.1396
NCI42,OUT019,432.1874250000001
DRL23,OUT046,2537.4470250000004
FDA10,OUT046,2285.6914
FDA11,OUT013,1744.312775
NCM06,OUT046,2290.51845
NCT05,OUT035,3530.7374
NCQ02,OUT010,497.102925
NCY06,OUT049,3118.024625
FDY56,OUT035,3827.3513
FDL02,OUT035,2911.70985
NCI06,OUT035,3566.274475
FDQ14,OUT045,2337.2909
FDQ12,OUT017,3804.3812
FDP36,OUT046,1790.16975
FDK21,OUT027,5375.918874999999
FDO40,OUT045,2492.172625
NCK54,OUT019,377.5086
FDY09,OUT018,3298.622875
NCW30,OUT049,3524.162625
NCC55,OUT027,1248.7078999999999
FDE58,OUT018,1664.583225
FDR39,OUT013,3098.46675
FDU28,OUT049,2741.181825
FDH08,OUT017,2907.298925
FDG35,OUT045,2989.4420000000005
FDG22,OUT049,1270.51285
FDC34,OUT035,2875.09085
FDP15,OUT018,2065.561275
FDK34,OUT010,431.93775
FDU45,OUT035,1674.570225
FDQ04,OUT027,1588.0162249999998
FDX22,OUT018,3147.153375
FDB45,OUT017,1811.47535
NCH43,OUT027,6178.041424999999
DRE60,OUT046,2743.678575
FDD17,OUT027,5566.58735
NCM54,OUT017,2056.6562
NCH55,OUT013,1960.1152
NCT06,OUT017,3126.180675
FDA48,OUT027,4576.5427500000005
FDY58,OUT027,5772.1530999999995
FDO25,OUT045,2222.1075
FDN50,OUT045,1732.827725
FDH35,OUT035,2901.306725
FDK09,OUT045,3910.659525
FDO16,OUT013,1421.4830000000002
FDW11,OUT045,1228.983575
FDU47,OUT027,3384.5110749999994
NCQ42,OUT010,256.582675
FDK55,OUT027,2590.46135
FDN08,OUT049,2964.224825
FDT57,OUT045,3680.126275
FDJ12,OUT018,2308.078925
DRL59,OUT017,940.8586250000001
NCN53,OUT046,1652.7652750000002
FDO51,OUT010,304.686725
FDK56,OUT017,2921.0310500000005
FDY12,OUT035,1031.6571
FDU15,OUT035,2044.3389
FDQ19,OUT046,4075.2785750000003
DRF15,OUT045,2826.82035
DRE25,OUT019,298.694525
FDK57,OUT018,1830.2842
FDD33,OUT010,589.8155750000001
FDR34,OUT027,4443.882100000001
FDU04,OUT045,1592.177475
FDE35,OUT019,1878.637925
NCD31,OUT035,3366.867375
FDJ56,OUT035,1791.6678
NCU53,OUT046,2676.599225
FDD39,OUT035,2708.64085
NCU17,OUT019,217.966275
FDJ20,OUT046,1891.70425
NCW41,OUT018,2055.074925
FDL52,OUT035,1163.4022750000001
FDS39,OUT035,2144.791475
DRJ47,OUT045,2326.80455
FDP13,OUT010,175.521525
DRK39,OUT010,194.58005
FDF28,OUT010,299.61
FDB09,OUT045,2155.777175
FDM51,OUT046,2226.7681000000002
DRM49,OUT018,1124.9523250000002
DRF23,OUT013,2437.5770249999996
DRH01,OUT035,2357.4313500000003
FDH12,OUT027,2667.5277
FDA28,OUT019,449.664675
FDW37,OUT018,1362.2268
FDF02,OUT046,1880.468875
DRL37,OUT046,1020.83785
NCF43,OUT046,2244.328575
FDH08,OUT010,438.845425
FDR34,OUT019,542.9599
NCK19,OUT049,3873.45795
NCD55,OUT018,1283.079825
FDT27,OUT049,3083.735925
FDQ57,OUT045,1579.194375
FDA47,OUT035,2426.1752
DRG15,OUT027,2178.66405
FDE05,OUT018,2308.82795
FDN46,OUT046,1768.53125
FDX27,OUT027,1705.1138
FDT51,OUT045,1707.777
FDU33,OUT013,1209.7586000000001
FDJ16,OUT027,2077.379225
FDD20,OUT019,309.014425
FDT36,OUT049,1556.723625
DRF15,OUT027,4400.355425
FDN52,OUT010,165.95065
FDC22,OUT027,4232.32415
FDX15,OUT045,2925.9413250000002
FDT13,OUT013,2761.90485
FDU04,OUT017,1708.94215
FDU31,OUT019,488.69719999999995
FDW59,OUT027,3541.88955
NCO29,OUT046,3252.433
FDL15,OUT035,2338.372825
FDI41,OUT049,2463.876125
FDQ48,OUT049,1598.9187
DRI39,OUT013,1337.342525
FDI08,OUT013,3618.8726749999996
FDC21,OUT049,2460.214225
FDF58,OUT035,1358.3984500000001
FDS08,OUT010,390.741375
FDE47,OUT045,2373.41055
NCP18,OUT019,343.88570000000004
NCR41,OUT013,1426.97585
FDA27,OUT013,3717.6607499999996
FDA43,OUT035,2298.3415999999997
FDA49,OUT045,1823.9591
NCE55,OUT018,2666.279325
DRM49,OUT027,2402.2896250000003
FDF22,OUT027,4857.0109999999995
FDQ15,OUT018,1961.6964749999997
NCS54,OUT017,3124.9323000000004
NCY05,OUT013,1490.476525
FDR45,OUT046,2674.435375
FDK57,OUT049,2749.4211000000005
FDF41,OUT010,546.205675
FDV21,OUT046,1996.0684
FDD51,OUT046,1552.1462499999998
FDF33,OUT046,3062.1806500000002
FDA38,OUT046,3744.7088750000003
FDR56,OUT045,3303.7828250000002
NCN41,OUT017,1672.905725
FDC60,OUT027,2836.058325
FDB47,OUT045,3975.8247
DRH01,OUT013,3348.724325
FDW08,OUT046,1520.437525
FDF38,OUT027,2360.9268
FDY32,OUT017,2398.2116
FDG34,OUT049,1391.438775
FDG47,OUT019,3152.563
NCF18,OUT035,3427.7880749999995
FDL39,OUT019,386.24722499999996
NCH55,OUT035,2708.890525
DRJ35,OUT049,1800.15675
FDS44,OUT035,3383.5123750000002
DRE01,OUT018,1992.9058499999996
FDY39,OUT013,3080.573375
FDY32,OUT018,2479.522425
FDR33,OUT027,2894.4822750000003
NCP50,OUT049,2534.53415
FDZ47,OUT018,1884.130775
FDU57,OUT049,2154.9449250000002
FDY44,OUT013,3509.847925
DRH59,OUT018,2075.048925
FDB03,OUT027,4005.7857
FDY46,OUT045,2517.3065749999996
FDM39,OUT045,2974.62795
FDY36,OUT035,1219.2462500000001
NCM55,OUT035,2915.03885
FDJ50,OUT010,271.6464
DRL60,OUT013,3023.56425
NCJ54,OUT049,4350.420425
FDX59,OUT017,1228.983575
FDI07,OUT013,3118.2743
DRF51,OUT010,202.985775
FDM14,OUT017,2266.9657749999997
FDP21,OUT045,3344.81275
FDE40,OUT035,1472.7496
FDE05,OUT035,2170.508
FDM13,OUT027,3647.75175
FDC34,OUT027,3425.8739
NCI55,OUT018,1712.7704999999999
NCE43,OUT018,1708.7757000000001
FDW58,OUT018,2009.1347250000001
FDG60,OUT045,2730.1961250000004
FDV31,OUT017,2646.5550000000003
FDR47,OUT013,2342.6173
FDM60,OUT019,355.2043
NCF06,OUT018,3009.998575
NCN26,OUT027,2411.69405
FDQ59,OUT049,2239.58475
FDF09,OUT046,1607.74055
NCS06,OUT017,5083.965575
FDT44,OUT046,1324.692325
FDI19,OUT017,2818.581075
FDT22,OUT017,1229.8158250000001
NCF54,OUT027,4245.9730500000005
DRG25,OUT045,2539.6108750000003
FDB59,OUT017,2861.858075
FDQ37,OUT017,2216.697875
FDP56,OUT035,1365.2229
FDW44,OUT035,2465.207725
FDJ26,OUT010,267.31870000000004
FDU43,OUT018,3515.424
FDW33,OUT045,1324.692325
NCX53,OUT027,3419.798475
FDN56,OUT010,484.53595
DRF15,OUT049,1986.497525
FDO33,OUT017,1958.28425
FDZ39,OUT010,537.46705
NCJ19,OUT017,1351.1578749999999
FDU01,OUT035,3103.6267
FDT12,OUT035,3196.256125
NCM18,OUT018,1143.761175
FDP19,OUT017,1616.645625
NCR42,OUT049,933.61805
